องค์การบริหารส่วนตำบลบ้านเสี้ยว	"จุดองค์การบริหารส่วนตำบลบ้านเสี้ยวตั้งอยู่ในพื้นที่รอยต่อเชิงเขากับพื้นที่ชุมชนของ ต.บ้านเสี้ยว อ.ฟากท่า ซึ่งเป็นส่วนหนึ่งของระบบลำน้ำปาดในลุ่มน้ำน่าน น้ำฝนจากพื้นที่สูงและลำห้วยสาขาโดยรอบมีแนวโน้มไหลรวมลงสู่ลำน้ำปาดก่อนเคลื่อนไปยังพื้นที่ตอนล่างของอำเภอฟากท่าและพื้นที่ต่อเนื่อง ความเสี่ยงหลักจึงเป็นฝนหนัก น้ำป่าไหลหลาก และน้ำท่วมฉับพลันบริเวณทางน้ำและพื้นที่ต่ำ. ประกอบกับไม่พบหมู่บ้านระดับความเสี่ยงสูงหรือความเสี่ยงสูงมากในตำบลนี้ จึงใช้ข้อมูลหมู่บ้านระดับความเสี่ยงปานกลางประกอบการพิจารณา โดยมีรายชื่อได้แก่ ใหม่พัฒนา

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
วัดนาไพร	"พื้นที่ ต.ฟากท่า อ.ฟากท่า อยู่ในแนวภูเขาและหุบเขาของลุ่มน้ำน่าน โดยเชื่อมโยงกับลำน้ำปาดและลำห้วยสาขาที่รับน้ำจากพื้นที่สูงโดยรอบ เมื่อเกิดฝนหนัก น้ำจากแนวเขาจะไหลลงตามลำห้วยเข้าสู่ลำน้ำปาดและเคลื่อนต่อไปยังพื้นที่ตอนล่าง จึงมีความเสี่ยงต่อฝนตกหนัก น้ำป่าไหลหลาก น้ำท่วมฉับพลัน และดินถล่มในจุดลาดชัน.

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
สำนักงานเทศบาลตำบลคลองทรายขาว	"ตำแหน่งนี้อยู่ในแนวรับและระบายน้ำของ ต.คลองทรายขาว อ.กงหรา โดยพื้นที่เชิงเขาบรรทัดและหุบเขา มีคลองรับน้ำจากพื้นที่สูงก่อนเข้าสู่พื้นที่ราบ จึงสามารถสะท้อนฝนในบริบทพื้นที่ก่อนเกิดฝนตกหนัก น้ำป่าไหลหลาก น้ำท่วมฉับพลัน และน้ำท่วมขัง. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ทอนตรน  ท่าเหนาะ

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
ศูนย์พัฒนาเด็กเล็กบ้านโหล๊ะบ้า ม.4	"พื้นที่รอยต่อของระบบระบายน้ำใน ต.บ้านนา อ.ศรีนครินทร์ โดยพื้นที่รอยต่อภูเขากับที่ราบ มีคลองจากเทือกเขาบรรทัดไหลลงสู่พื้นที่ชุมชนและเกษตร จึงมีบทบาทในการสะท้อนสถานการณ์ฝนก่อนน้ำเคลื่อนสู่พื้นที่ต่ำ ความเสี่ยงที่ควรติดตามคือฝนตกหนัก น้ำป่าไหลหลาก น้ำท่วมฉับพลัน และน้ำท่วมขัง. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ท่าเชียด  พรุนายขาว  ห้วยตอ  สายคลอง

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลทุ่งนารี	"พื้นที่ราบลุ่มใน ต.ทุ่งนารี อ.ป่าบอน โดยพื้นที่ราบตอนใต้ของจังหวัด รับน้ำจากลำคลองสาขาก่อนระบายสู่ที่ราบลุ่มและทะเลสาบ จึงมีบทบาทในการสะท้อนสถานการณ์ฝนก่อนน้ำเคลื่อนสู่พื้นที่ต่ำ ความเสี่ยงที่ควรติดตามคือฝนตกหนัก น้ำป่าไหลหลาก น้ำท่วมฉับพลัน และน้ำท่วมขัง. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ควนนายทน

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
สำนักงานเทศบาลตำบลบ้านนา	"พื้นที่ ต.บ้านนา อ.ศรีนครินทร์ มีภูมิประเทศเชื่อมต่อจากเทือกเขาบรรทัดทางตะวันตกลงสู่พื้นที่ราบ โดยมีคลองและลำห้วยหลายสาย เช่น คลองลำใน รับน้ำจากพื้นที่สูงก่อนระบายผ่านชุมชนและพื้นที่เกษตร เมื่อเกิดฝนหนักจึงมีโอกาสเกิดน้ำป่าไหลหลาก น้ำหลากฉับพลัน และน้ำท่วมขังในพื้นที่ต่ำ. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ นาวง  นา  บ้านตีนนา บ้านในวัง  ป่าสน  คอกเสือ

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลตะแพน	"จุดติดตั้งเชื่อมโยงกับระบบน้ำของ ต.ตะแพน อ.ศรีบรรพต โดยพื้นที่เชิงเขาบรรทัดด้านตะวันตก มีลำห้วยต้นน้ำไหลลงสู่ที่ราบลุ่มทะเลสาบสงขลา จึงมีความสำคัญต่อการติดตามสัญญาณฝนก่อนเกิดฝนตกหนัก น้ำป่าไหลหลาก น้ำท่วมฉับพลัน และน้ำท่วมขัง. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ สวนโหนด  หน้าควน  หัสคุณ

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
วัดเด่นชุมพล	"ตำแหน่งนี้อยู่ในแนวรับและระบายน้ำของ ต.ปงป่าหวาย อ.เด่นชัย โดยพื้นที่รอยต่อภูเขากับที่ราบตอนล่างของลุ่มน้ำยม เป็นแนวผ่านของน้ำจากพื้นที่สูงสู่ชุมชน จึงสามารถสะท้อนฝนในบริบทพื้นที่ก่อนเกิดฝนตกหนักและน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ต้นม่วง  สวนหลวง  แม่ยุ้น  เด่นชุมพล  ปงป่าหวาย

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
ศูนย์การเรียนรู้บ้านปง	"บริบทพื้นที่ของ ต.ต้าผามอก อ.ลอง บริเวณนี้เป็นพื้นที่หุบเขาและแนวรับน้ำจากพื้นที่สูง และพื้นที่หุบเขาและลุ่มน้ำสาขาของแม่น้ำยม รับน้ำจากแนวภูเขาก่อนระบายเข้าสู่พื้นที่ราบตอนล่าง จึงเหมาะเป็นจุดเฝ้าระวังฝนเชิงพื้นที่ โดยเฉพาะความเสี่ยงจากฝนตกหนักและน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ผามอก  น้ำริน  ปง  เกี๋ยงพา  อิม  ใหม่พม่า  ม่วงเจริญ  ศรีใจ

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
ศูนย์พัฒนาเด็กเล็กบ้านนาปลากั้ง	"บริเวณ องค์การบริหารส่วนตำบลนาพูน อยู่ในพื้นที่หุบเขาและแนวรับน้ำจากพื้นที่สูงของ ต.นาพูน อ.วังชิ้น โดยพื้นที่หุบเขาตอนล่างของลุ่มน้ำยม มีลำห้วยจากภูเขารวมตัวก่อนเข้าสู่แม่น้ำยม ลักษณะพื้นที่ทำให้ปริมาณฝนสัมพันธ์โดยตรงกับการเกิดฝนตกหนักและน้ำหลาก. ประกอบกับไม่พบหมู่บ้านระดับความเสี่ยงสูงหรือความเสี่ยงสูงมากในตำบลนี้ จึงใช้ข้อมูลหมู่บ้านระดับความเสี่ยงปานกลางประกอบการพิจารณา โดยมีรายชื่อได้แก่ นาพูน  นาปลากั้ง  วังลึก  ป่าไร่หลวง

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
สำนักงานป้องกันฯ อบต. เตาปูน	"พื้นที่ ต.เตาปูน อ.สอง มีทั้งพื้นที่ราบสลับเนินเขาและแนวลำน้ำยม–แม่น้ำสอง โดยน้ำจากพื้นที่สูงและลำห้วยสาขาจะไหลรวมลงสู่แม่น้ำยม เมื่อมีฝนตกหนักหรือฝนสะสมต่อเนื่อง ระดับน้ำในลำน้ำหลักและลำห้วยสามารถเพิ่มขึ้นรวดเร็ว ส่งผลต่อชุมชนและพื้นที่เกษตรริมลำน้ำ. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ข่วงชมภู

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลเวียงทอง	"พื้นที่ ต.เวียงทอง อ.สูงเม่น บริเวณจุดติดตั้งมีลักษณะเป็นพื้นที่ราบลุ่ม โดยพื้นที่ราบลุ่มตอนกลางของลุ่มน้ำยม มีชุมชนและพื้นที่เกษตรหนาแน่นและรับน้ำจากลำน้ำสาขา ส่งผลให้พื้นที่ตอบสนองต่อฝนหนักและมีโอกาสเกิดฝนตกหนักและน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ไชยมาตร์  โพธิ์สุนทร  น้ำบ่อ  เขื่อนคำลือ  ผาสุก  เวียงทองใหม่  ไชยมาตย์

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
สนามหญ้าที่ว่าการอำเภอกระนวน	"พื้นที่โดยรอบ สถานีตำรวจภูธรกระนวน อยู่ในพื้นที่สำคัญในระบบระบายน้ำของท้องถิ่น โดยพื้นที่ตอนเหนือของจังหวัดในระบบลำน้ำพองและลำห้วยสาขา รับฝนจากพื้นที่ราบสูงก่อนระบายสู่ตอนล่าง จึงเป็นบริเวณที่ควรติดตามการเปลี่ยนแปลงของฝนอย่างต่อเนื่อง เพราะอาจเกิดน้ำท่วมขังและน้ำหลากในช่วงฝนหนัก.

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
